area,disruption,greatest_sector,totaldisrupt,dis,totalEmployed
25620,0.5926244725738397,"Switchboard operators, including answering service",,35113.0,59250.0
19140,3.898404333186942,"Switchboard operators, including answering service",,266300.0,68310.0
70900,0.5914041801589638,"Switchboard operators, including answering service",,60270.0,101910.0
4200001,1.0468683343028893,"Switchboard operators, including answering service",,161961.0,154710.0
15180,0.5239465271723336,"Switchboard operators, including answering service",,72116.0,137640.0
4100001,0.4251894374282434,Postal service clerks,,18517.0,43550.0
16860,0.9650526315789474,"Postal service mail sorters, processors, and processing machine operators",,229200.0,237500.0
14100,0.6346208530805687,Sewing machine operators,,26781.0,42200.0
44180,0.6986982660108312,"Postal service mail sorters, processors, and processing machine operators",,140627.0,201270.0
5300004,0.6599932134373939,Postal service clerks,,38900.0,58940.0
2200003,0.5362171202675992,"Switchboard operators, including answering service",,35267.0,65770.0
48300,0.5070577237672353,"Postal service mail sorters, processors, and processing machine operators",,21697.0,42790.0
45780,0.8445337941117831,"Postal service mail sorters, processors, and processing machine operators",,254154.0,300940.0
18880,0.36107388883646313,Sewing machine operators,,38263.0,105970.0
1300002,1.1133542074363991,"Switchboard operators, including answering service",,142231.0,127750.0
23420,1.3996607076668663,"Postal service mail sorters, processors, and processing machine operators",,490903.0,350730.0
10780,0.41991490754377353,"Switchboard operators, including answering service",,25661.0,61110.0
47020,0.4004326923076923,Postal service mail carriers,,16658.0,41600.0
22220,0.6534726094976621,"Postal service mail sorters, processors, and processing machine operators",,152331.0,233110.0
1900001,0.8332805698456668,Photographic process workers and processing machine operators,,84228.0,101080.0
20940,1.4791055854518464,Postal service clerks,,79709.0,53890.0
4600003,0.749507874015748,Postmasters and mail superintendents,,45690.0,60960.0
19340,0.7499861687413555,"Postal service mail sorters, processors, and processing machine operators",,135560.0,180750.0
16220,0.4392716535433071,"Postal service mail sorters, processors, and processing machine operators",,17852.0,40640.0
3300002,0.5873913942904427,"Switchboard operators, including answering service",,56789.0,96680.0
37900,0.6143832472748135,"Postal service mail sorters, processors, and processing machine operators",,107087.0,174300.0
19180,0.4533718689788054,Postal service mail carriers,,11765.0,25950.0
79600,0.8520764239365537,"Postal service mail sorters, processors, and processing machine operators",,236366.0,277400.0
36220,0.5116963366190966,Postal service mail carriers,,34780.0,67970.0
24300,0.3887904599659284,"Postal service mail sorters, processors, and processing machine operators",,22822.0,58700.0
19460,0.8085579641847314,Postal service clerks,,42894.0,53050.0
12100,0.547653830885272,Sewing machine operators,,68977.0,125950.0
47580,0.5535174418604651,"Switchboard operators, including answering service",,38082.0,68800.0
32780,0.5784862496957898,"Postal service mail sorters, processors, and processing machine operators",,47540.0,82180.0
34820,0.5150730716298578,"Switchboard operators, including answering service",,78595.0,152590.0
29200,0.5680158817690526,Postal service clerks,,51502.0,90670.0
39820,0.6316892114813593,"Postal service mail sorters, processors, and processing machine operators",,38293.0,60620.0
29404,0.7430575315112942,"Postal service mail sorters, processors, and processing machine operators",,297706.0,400650.0
12220,0.6734334445680386,Sewing machine operators,,36325.0,53940.0
1800001,1.6719418782786315,"Switchboard operators, including answering service",,360153.0,215410.0
21500,0.9055335026992696,"Postal service mail sorters, processors, and processing machine operators",,114061.0,125960.0
3700004,0.6031001589825119,"Switchboard operators, including answering service",,75870.0,125800.0
13380,0.5364366557137642,"Switchboard operators, including answering service",,44079.0,82170.0
43620,0.8868193690978501,"Postal service mail sorters, processors, and processing machine operators",,132411.0,149310.0
18020,1.100854700854701,Postal service mail carriers,,54096.0,49140.0
32580,0.5113571743222137,"Postal service mail sorters, processors, and processing machine operators",,127691.0,249710.0
1600001,0.6693024263431543,Sewing machine operators,,30895.0,46160.0
10180,0.5620075046904315,"Postal service mail sorters, processors, and processing machine operators",,35946.0,63960.0
13020,0.43000287935502446,Postal service mail carriers,,14934.0,34730.0
33660,0.7158125830492807,"Postal service mail sorters, processors, and processing machine operators",,123900.0,173090.0
23460,0.6125660272449264,Postal service mail carriers,,22034.0,35970.0
25980,0.3367103694874851,Postal service mail carriers,,5650.0,16780.0
42340,0.5133325282289717,"Switchboard operators, including answering service",,85013.0,165610.0
20740,0.8316317786754804,"Postal service mail sorters, processors, and processing machine operators",,67936.0,81690.0
25860,1.91671714112659,"Switchboard operators, including answering service",,284805.0,148590.0
72104,0.7551168105637379,"Postal service mail sorters, processors, and processing machine operators",,59473.0,78760.0
43420,0.3487258213079521,Postal service clerks,,11358.0,32570.0
30860,0.8036906528189911,"Switchboard operators, including answering service",,43335.0,53920.0
23844,0.8728942820647682,"Postal service mail sorters, processors, and processing machine operators",,232347.0,266180.0
76900,0.5273155244142763,Postal service clerks,,48165.0,91340.0
23900,0.5808214947498456,Sewing machine operators,,18807.0,32380.0
28660,0.5401036723370081,"Switchboard operators, including answering service",,73978.0,136970.0
28740,0.5667120954003407,Sewing machine operators,,33266.0,58700.0
37100,0.9425085017003401,"Switchboard operators, including answering service",,282696.0,299940.0
31020,0.5543368774482372,Postal service mail carriers,,19812.0,35740.0
1200002,0.5158228564956394,Postmasters and mail superintendents,,45542.0,88290.0
0500001,0.9288192357234865,"Switchboard operators, including answering service",,108161.0,116450.0
3500004,0.3884844473858372,"Bookkeeping, accounting, and auditing clerks",,5870.0,15110.0
24260,0.4952046500363284,"Switchboard operators, including answering service",,20447.0,41290.0
4000003,0.6825331648768161,Postmasters and mail superintendents,,43218.0,63320.0
33540,0.6360124180751984,"Postal service mail sorters, processors, and processing machine operators",,36876.0,57980.0
3600003,0.781978601085915,"Switchboard operators, including answering service",,97935.0,125240.0
48540,0.5650375339402651,"Switchboard operators, including answering service",,35377.0,62610.0
12580,0.6234032099574189,Telephone operators,,837430.0,1343320.0
4900002,0.42439862542955326,Postal service clerks,,8645.0,20370.0
12420,0.699259144130142,"Electronic equipment installers and repairers, motor vehicles",,674855.0,965100.0
26300,0.497880158281515,"Switchboard operators, including answering service",,17615.0,35380.0
14010,0.5631245836109261,"Switchboard operators, including answering service",,50715.0,90060.0
28700,0.7977040600996033,"Switchboard operators, including answering service",,94504.0,118470.0
41540,0.5656346749226007,"Switchboard operators, including answering service",,87696.0,155040.0
5100003,0.6146351324034769,Postmasters and mail superintendents,,30406.0,49470.0
20100,0.4480974842767296,"Switchboard operators, including answering service",,28499.0,63600.0
28420,0.45658900279589937,"Switchboard operators, including answering service",,48992.0,107300.0
13980,0.529748845265589,Sewing machine operators,,36701.0,69280.0
5400002,0.673372333103923,"Switchboard operators, including answering service",,97841.0,145300.0
42220,0.7606764781822877,"Postal service mail sorters, processors, and processing machine operators",,147305.0,193650.0
36500,0.4038424312814557,Sewing machine operators,,41725.0,103320.0
43780,0.9739579407552574,"Postal service mail sorters, processors, and processing machine operators",,129215.0,132670.0
31860,0.5446940356312936,"Postal service mail sorters, processors, and processing machine operators",,28128.0,51640.0
31460,1.655479127134725,Postal service clerks,,69795.0,42160.0
75700,0.6827346301292063,"Postal service mail sorters, processors, and processing machine operators",,192340.0,281720.0
48260,0.6368877551020408,Postal service clerks,,24966.0,39200.0
